simRound	simID	alphaRest	alphaAmp	alphaShift	infTicksCounts	avgVisitsCounts	pVisits	propSocialVisits	locPerSGCount	establishment
0.0	1329.0	0.016689	0.9905	0.9283	5.3078	1.0332	0.22037	0.9749	14.6705	0.94
0.0	1330.0	0.024705	0.6419	0.0185	4.6082	1.3652	0.62015	0.7385	10.4563	0.99
0.0	1331.0	0.024933	0.0153	0.7215	4.3382	2.1636	0.49181	0.3773	17.2469	0.98
0.0	1332.0	0.015267	0.6229	0.5681	5.3442	1.4716	0.05243	0.6209	14.1081	0.18
0.0	1333.0	0.009429	0.1659	0.6453	4.4274	2.8636	0.29849	0.5403	10.8515	0.94
0.0	1334.0	0.014139	0.5363	0.0807	4.3502	4.3068	0.67001	0.3507	4.0191	1.0
0.0	1335.0	0.007335	0.7287	0.3587	5.3126	2.8396	0.21299	0.2429	13.1467	0.84
0.0	1336.0	0.009981	0.5557	0.2069	5.1154	1.4044	0.84119	0.7447	8.9287	0.82
0.0	1337.0	0.016485	0.6841	0.4045	5.5538	3.31	0.17213	0.6231	18.7821	0.98
0.0	1338.0	0.003519	0.9283	0.7985	4.5806	4.4468	0.47777	0.9769	2.2141	0.5
0.0	1339.0	0.002007	0.1859	0.1731	4.745	2.6572	0.51863	0.3217	13.1049	0.02
0.0	1340.0	0.024663	0.3183	0.5759	4.8682	1.6132	0.28967	0.0099	15.4989	0.94
0.0	1341.0	0.017667	0.6953	0.9011	5.8374	4.99	0.13721	0.4335	8.0357	1.0
0.0	1342.0	0.015957	0.0661	0.6107	5.7538	4.5572	0.70205	0.3729	10.1675	1.0
0.0	1343.0	0.010941	0.9495	0.4491	5.1158	4.9196	0.57155	0.0909	3.5631	0.75
0.0	1344.0	0.012981	0.3791	0.0053	5.4706	3.482	0.13109	0.2879	17.0417	0.99
0.0	1345.0	0.013815	0.2707	0.1053	4.0506	4.7972	0.64139	0.1119	8.1003	1.0
0.0	1346.0	0.025773	0.9699	0.2503	4.4522	3.1708	0.26807	0.3925	2.4383	1.0
0.0	1347.0	0.028509	0.4197	0.8373	4.3254	1.1996	0.56309	0.0301	5.6075	0.97
0.0	1348.0	0.016683	0.7577	0.5123	5.835	3.9356	0.21749	0.9223	18.6187	0.9
0.0	1349.0	0.027285	0.5535	0.3197	4.661	4.9036	0.49685	0.8729	2.4725	1.0
0.0	1350.0	0.001293	0.9767	0.8433	5.1902	2.2388	0.06881	0.1825	1.9823	0.0
0.0	1351.0	0.012201	0.5231	0.9293	4.7538	2.8484	0.47759	0.7997	17.5091	1.0
0.0	1352.0	0.021789	0.6809	0.1539	5.8466	2.6156	0.10751	0.2011	14.4273	1.0
0.0	1353.0	0.003315	0.2621	0.1007	5.8582	3.4804	0.10373	0.1243	2.0583	0.88
0.0	1354.0	0.017715	0.8445	0.9147	4.8806	1.906	0.45347	0.7717	5.1667	0.99
0.0	1355.0	0.024735	0.2557	0.5449	5.0498	4.6564	0.53501	0.4655	18.0145	1.0
0.0	1356.0	0.013851	0.1377	0.0193	4.5694	4.434	0.20345	0.8451	10.0915	1.0
0.0	1357.0	0.003069	0.7473	0.4701	4.8626	4.3388	0.21353	0.5539	15.3089	0.05
0.0	1358.0	0.010125	0.2663	0.2507	5.8622	3.6012	0.35339	0.8577	3.3693	1.0
0.0	1359.0	0.026403	0.2409	0.3183	5.1362	2.9756	0.80303	0.9539	18.9873	1.0
0.0	1360.0	0.001065	0.9405	0.0399	5.0878	2.5516	0.17969	0.4475	3.1413	0.0
0.0	1361.0	9.3e-05	0.6637	0.4043	5.6806	1.7132	0.49271	0.5929	13.8877	0.0
0.0	1362.0	0.013185	0.9825	0.2473	5.5974	4.5716	0.77243	0.2653	15.6015	1.0
0.0	1363.0	0.014325	0.5883	0.4099	5.7198	3.0452	0.85541	0.3527	5.0793	0.98
0.0	1364.0	0.021891	0.8129	0.7255	4.581	4.5252	0.57731	0.0869	7.4391	1.0
0.0	1365.0	0.020859	0.8025	0.8709	4.6562	2.8516	0.73121	0.2545	15.9017	1.0
0.0	1366.0	0.006987	0.9709	0.7531	4.407	1.1508	0.47039	0.7295	18.1095	0.0
0.0	1367.0	0.028281	0.1211	0.9787	4.5754	2.35	0.68207	0.6109	13.3823	1.0
0.0	1368.0	0.001641	0.5295	0.3669	4.9886	2.7828	0.72653	0.6385	18.3375	0.0
0.0	1369.0	0.000123	0.1195	0.3541	4.1746	2.8756	0.67541	0.4525	6.6867	0.0
0.0	1370.0	0.025701	0.7635	0.1237	5.2142	4.9364	0.19409	0.7223	14.7123	1.0
0.0	1371.0	0.000357	0.3467	0.1551	5.2854	1.4996	0.33395	0.5835	8.6095	0.0
0.0	1372.0	0.003225	0.1969	0.9231	5.7766	2.3828	0.80825	0.3193	4.4599	0.66
0.0	1373.0	0.013731	0.6501	0.2431	4.9518	1.5396	0.74903	0.3135	8.2561	0.9
0.0	1374.0	0.024111	0.7605	0.5341	4.6358	1.3244	0.49739	0.2229	13.0669	0.04
0.0	1375.0	0.001695	0.9641	0.2119	4.517	3.0684	0.48983	0.1391	16.1335	0.21
0.0	1376.0	0.024957	0.0647	0.5709	5.3282	4.9132	0.54905	0.3309	18.3071	1.0
0.0	1377.0	0.015075	0.4519	0.8573	5.8282	4.6196	0.59369	0.9783	9.5671	1.0
0.0	1378.0	0.029715	0.4751	0.8277	4.9486	4.7828	0.29309	0.5131	3.9089	1.0
0.0	1379.0	0.005385	0.5679	0.8167	4.1126	1.6356	0.80969	0.6585	13.1771	0.1
0.0	1380.0	0.029211	0.4339	0.4365	5.4182	4.9628	0.39137	0.3089	1.7505	1.0
0.0	1381.0	0.005739	0.6047	0.0207	4.3846	2.0652	0.89015	0.1851	4.7069	0.86
0.0	1382.0	0.021273	0.5471	0.6363	5.1702	1.4516	0.84443	0.0901	17.9081	0.83
0.0	1383.0	0.004395	0.0463	0.0973	5.0486	1.0348	0.82859	0.7475	13.0973	0.0
0.0	1384.0	0.023829	0.8233	0.5973	4.6786	4.8436	0.90689	0.0619	7.8267	1.0
0.0	1385.0	0.028731	0.8061	0.1255	4.9186	3.5548	0.78791	0.6801	2.4497	1.0
0.0	1386.0	0.027417	0.2163	0.8423	5.3118	2.514	0.73463	0.1201	9.3429	1.0
0.0	1387.0	0.004917	0.0943	0.7717	5.9058	1.134	0.11057	0.6595	10.4069	0.01
0.0	1388.0	0.015609	0.6477	0.5357	5.503	4.4348	0.10499	0.7839	19.0671	0.95
0.0	1389.0	0.003891	0.7875	0.7309	4.7038	3.3516	0.23423	0.6059	2.3433	0.56
0.0	1390.0	0.014607	0.4967	0.1115	5.7262	1.6252	0.69773	0.7863	1.0361	0.96
0.0	1391.0	0.018021	0.7681	0.7701	5.0162	3.4692	0.72815	0.4611	15.8105	1.0
0.0	1392.0	0.013251	0.8407	0.4555	4.3746	2.2796	0.06071	0.1859	18.2425	0.13
0.0	1393.0	0.006063	0.6369	0.5089	4.0922	2.9236	0.43223	0.4721	2.4345	0.1
0.0	1394.0	0.014259	0.2385	0.1773	5.3478	4.9564	0.10427	0.4401	16.4223	1.0
0.0	1395.0	0.001833	0.3273	0.3609	4.2922	1.8612	0.53411	0.3335	13.2607	0.0
0.0	1396.0	0.008643	0.2309	0.2455	5.8254	1.2812	0.55535	0.3443	9.4189	0.68
0.0	1397.0	0.026505	0.1703	0.9271	5.941	2.282	0.47435	0.4967	16.4489	1.0
0.0	1398.0	0.014535	0.2993	0.6277	5.845	3.2628	0.12695	0.5071	19.3179	1.0
0.0	1399.0	0.024105	0.1749	0.8385	5.5938	2.2428	0.63887	0.4241	9.5861	1.0
0.0	1400.0	0.019083	0.8771	0.7929	5.7558	4.7564	0.92021	0.1461	4.8551	1.0
0.0	1401.0	0.007443	0.5153	0.8321	4.7302	3.6372	0.55481	0.8513	12.7515	0.97
0.0	1402.0	0.005211	0.0897	0.8915	5.4854	3.758	0.79439	0.6557	11.3379	1.0
0.0	1403.0	0.015345	0.9047	0.4231	4.2826	2.8924	0.27491	0.9425	9.5785	0.51
0.0	1404.0	0.004833	0.0057	0.6827	4.8762	4.2332	0.20435	0.3499	9.6431	0.92
0.0	1405.0	0.008571	0.2073	0.6873	4.4878	4.1188	0.25709	0.9301	16.8061	1.0
0.0	1406.0	0.008439	0.8255	0.9853	5.8054	3.1108	0.88241	0.6925	5.5239	1.0
0.0	1407.0	0.013455	0.6881	0.4529	4.5182	2.9684	0.10463	0.3445	13.5723	0.76
0.0	1408.0	0.013887	0.0669	0.6855	5.4722	4.8652	0.87575	0.5277	9.7723	1.0
0.0	1409.0	0.015159	0.0567	0.7487	5.8594	4.186	0.32837	0.8233	3.6923	1.0
0.0	1410.0	0.004905	0.3981	0.5003	5.8526	1.7004	0.77765	0.7749	5.8203	0.02
0.0	1411.0	0.014625	0.8657	0.6535	4.6498	1.5588	0.79943	0.7017	6.6525	0.0
0.0	1412.0	0.025215	0.7419	0.9327	5.1334	2.8148	0.06107	0.1423	16.9847	0.99
0.0	1413.0	0.027339	0.2245	0.2931	4.5534	4.018	0.47183	0.8875	14.5679	1.0
0.0	1414.0	0.009315	0.2875	0.6521	5.645	1.5372	0.34709	0.5247	4.1559	0.73
0.0	1415.0	0.004611	0.0307	0.4559	5.3086	3.6772	0.44375	0.9063	8.2599	0.97
0.0	1416.0	0.002313	0.8171	0.9827	5.6962	4.2044	0.21731	0.4051	17.2393	0.97
0.0	1417.0	0.029433	0.7959	0.6057	5.3726	3.41	0.53465	0.7607	8.7235	1.0
0.0	1418.0	0.014745	0.1527	0.0713	4.0386	3.2868	0.80249	0.3523	11.7027	0.99
0.0	1419.0	0.027555	0.1601	0.3507	5.547	3.0348	0.44159	0.1143	8.2713	1.0
0.0	1420.0	0.015939	0.7103	0.8115	4.7506	2.1684	0.39857	0.0799	13.4469	0.99
0.0	1421.0	0.004449	0.3709	0.0827	5.967	4.19	0.90581	0.5777	13.1999	1.0
0.0	1422.0	0.019155	0.1933	0.5019	4.739	2.5324	0.17465	0.9953	3.6657	0.41
0.0	1423.0	0.008733	0.1985	0.7577	5.9686	4.4316	0.65039	0.2385	1.6745	1.0
0.0	1424.0	0.028299	0.9007	0.9435	4.3778	1.2764	0.68603	0.6871	17.3723	1.0
0.0	1425.0	0.029397	0.6493	0.7705	4.1218	3.3764	0.37013	0.8455	11.8775	1.0
0.0	1426.0	0.025881	0.2399	0.8117	4.7974	3.4364	0.29399	0.6087	8.7007	1.0
0.0	1427.0	0.005697	0.5265	0.4601	4.1906	2.7916	0.27383	0.4421	1.0703	0.22
0.0	1428.0	0.003003	0.4951	0.3239	4.4474	3.2964	0.79277	0.4851	8.7539	0.42
0.0	1429.0	0.007599	0.8751	0.9581	5.9658	2.198	0.23009	0.0063	8.3853	0.99
0.0	1430.0	0.013605	0.9303	0.5237	4.673	1.5868	0.36437	0.2829	4.4181	0.0
0.0	1431.0	0.016599	0.8675	0.1267	5.6558	2.7388	0.44015	0.0537	17.6725	1.0
0.0	1432.0	0.013113	0.2931	0.9813	5.8098	4.1156	0.71681	0.1579	11.1061	1.0
0.0	1433.0	0.002775	0.0287	0.4187	4.1882	1.3028	0.34025	0.1643	7.3745	0.0
0.0	1434.0	0.003093	0.2283	0.8759	4.8618	4.3324	0.15197	0.4037	8.1573	0.88
0.0	1435.0	0.001875	0.0791	0.7135	5.9218	2.9924	0.29867	0.9213	11.0339	0.08
0.0	1436.0	0.018129	0.3733	0.5379	5.909	2.4548	0.16871	0.6965	16.2931	0.96
0.0	1437.0	0.002097	0.2141	0.0785	5.2178	4.1076	0.53699	0.3449	18.2881	0.76
0.0	1438.0	0.000525	0.6039	0.4947	4.3986	4.206	0.23531	0.5369	3.4947	0.0
0.0	1439.0	0.009339	0.4733	0.9745	4.2506	4.178	0.09617	0.1337	19.6941	0.99
0.0	1440.0	0.012495	0.4319	0.8665	4.2546	2.5612	0.11633	0.5637	11.1669	0.99
0.0	1441.0	0.019257	0.2991	0.6475	4.855	2.6772	0.42539	0.0137	10.0307	0.99
0.0	1442.0	0.003111	0.2679	0.4667	4.3414	1.0292	0.76775	0.9059	10.8249	0.0
0.0	1443.0	0.027333	0.7113	0.9597	5.3614	3.7052	0.67055	0.7289	18.3261	1.0
0.0	1444.0	0.002331	0.3155	0.2521	4.121	1.3876	0.60287	0.5711	9.5329	0.0
0.0	1445.0	0.015627	0.1209	0.1691	5.9326	3.5596	0.46481	0.2991	17.1329	1.0
0.0	1446.0	0.024879	0.6921	0.7789	5.0362	4.2812	0.32531	0.6353	19.9563	1.0
0.0	1447.0	0.021561	0.4247	0.3393	4.3534	2.0396	0.10283	0.4637	13.2075	0.87
0.0	1448.0	0.020835	0.7595	0.7957	5.1686	1.2524	0.27635	0.0613	10.3841	0.96
0.0	1449.0	0.016905	0.0853	0.7663	4.975	2.418	0.58289	0.5629	12.6071	1.0
0.0	1450.0	0.017565	0.0837	0.4367	5.7754	2.7548	0.77837	0.1849	19.2951	1.0
0.0	1451.0	0.021615	0.9093	0.9387	5.1206	2.1132	0.06611	0.5097	19.0253	1.0
0.0	1452.0	0.002019	0.4073	0.1613	5.7554	4.746	0.19949	0.1417	16.5743	0.94
0.0	1453.0	0.008751	0.2801	0.2083	4.2322	3.2276	0.50999	0.2207	15.8219	0.98
0.0	1454.0	0.026097	0.8111	0.9291	4.627	3.8612	0.05207	0.7479	11.5241	1.0
0.0	1455.0	0.027183	0.6191	0.5259	5.2422	2.222	0.43565	0.3805	18.6795	0.93
0.0	1456.0	0.024501	0.8261	0.5881	4.4902	4.0476	0.24485	0.5011	16.7225	0.96
0.0	1457.0	0.017439	0.5833	0.7247	4.8958	4.4012	0.69071	0.9809	11.3569	1.0
0.0	1458.0	0.005115	0.2027	0.6449	5.9118	2.3444	0.44411	0.1431	2.1647	0.68
0.0	1459.0	0.017301	0.3625	0.7087	4.333	4.8252	0.52421	0.9673	5.9419	1.0
0.0	1460.0	0.004161	0.7587	0.4487	4.5886	4.034	0.40991	0.0679	17.7751	0.21
0.0	1461.0	0.026013	0.0351	0.7217	5.6382	4.1852	0.07367	0.6295	19.9601	1.0
0.0	1462.0	0.020973	0.2047	0.0595	5.3862	2.042	0.74939	0.3899	1.7429	1.0
0.0	1463.0	0.013425	0.1281	0.2263	5.289	2.5028	0.63869	0.6761	13.5153	1.0
0.0	1464.0	0.003963	0.9863	0.6417	4.0898	2.5876	0.11867	0.8841	10.9921	0.0
0.0	1465.0	0.000801	0.9177	0.6119	5.8074	1.8676	0.78881	0.6269	14.0853	0.0
0.0	1466.0	0.022401	0.5789	0.4953	4.5186	4.546	0.75551	0.3259	7.4619	1.0
0.0	1467.0	0.005037	0.9703	0.2023	5.925	3.4476	0.17339	0.4715	10.5285	0.99
0.0	1468.0	0.029025	0.4865	0.8887	4.541	4.6556	0.28805	0.4535	8.0395	1.0
0.0	1469.0	0.023805	0.6487	0.2157	4.5198	2.3684	0.72491	0.3207	8.0205	1.0
0.0	1470.0	0.020061	0.2797	0.6043	4.6606	3.47	0.19679	0.3535	14.7921	1.0
0.0	1471.0	0.017325	0.7989	0.9333	5.3502	3.3948	0.74975	0.5443	4.9501	1.0
0.0	1472.0	0.011379	0.6123	0.8707	5.841	2.8524	0.35753	0.9903	18.9455	1.0
0.0	1473.0	0.005253	0.2509	0.9925	4.163	3.6788	0.10571	0.3219	11.9193	0.91
0.0	1474.0	0.016863	0.3493	0.6213	5.8586	1.2412	0.92327	0.4063	6.0711	0.84
0.0	1475.0	0.017805	0.1255	0.0439	4.9658	3.7324	0.87035	0.2275	8.7121	1.0
0.0	1476.0	0.013683	0.4201	0.9627	4.9766	3.3636	0.49721	0.8755	11.8167	1.0
0.0	1477.0	0.024231	0.2335	0.0077	4.2754	1.122	0.69881	0.3059	4.7829	0.95
0.0	1478.0	0.010599	0.0369	0.8981	5.3582	1.446	0.79727	0.1589	4.4409	0.81
0.0	1479.0	0.000501	0.4313	0.5411	5.0202	1.942	0.59477	0.4979	5.3871	0.0
0.0	1480.0	0.013371	0.1965	0.3259	4.287	2.2916	0.65201	0.2593	13.2759	0.95
0.0	1481.0	0.010347	0.1295	0.2999	4.7814	3.362	0.45473	0.6743	5.3415	0.98
0.0	1482.0	0.005373	0.9583	0.5981	4.8854	2.8228	0.61259	0.8991	6.9223	0.0
0.0	1483.0	0.024657	0.2567	0.9141	5.9202	3.094	0.19175	0.5713	13.7851	1.0
0.0	1484.0	0.000321	0.7819	0.9347	5.8882	1.1724	0.82409	0.6765	14.8719	0.0
0.0	1485.0	0.015069	0.9369	0.1491	4.1298	2.2596	0.59153	0.3441	19.8005	0.99
0.0	1486.0	0.014619	0.4371	0.0787	4.7926	2.5116	0.07403	0.1833	11.2581	0.95
0.0	1487.0	0.022359	0.1159	0.8619	5.2754	3.398	0.75587	0.8199	16.8821	1.0
0.0	1488.0	0.020655	0.8997	0.0257	5.3574	2.6604	0.86693	0.8819	18.5313	1.0
0.0	1489.0	0.020001	0.4345	0.8421	5.2726	3.3268	0.88565	0.2319	5.2199	1.0
0.0	1490.0	0.026481	0.7613	0.6375	5.8646	3.5828	0.18689	0.7053	18.6377	1.0
0.0	1491.0	0.006393	0.6221	0.2623	5.9474	4.974	0.56381	0.2347	4.6841	1.0
0.0	1492.0	0.013377	0.6027	0.7741	4.7802	3.1364	0.91787	0.8147	9.3163	1.0
0.0	1493.0	0.013779	0.0781	0.2717	5.753	3.11	0.38255	0.5111	9.5063	1.0
0.0	1494.0	0.028233	0.6439	0.1173	4.9898	2.6884	0.79331	0.2621	6.0673	1.0
0.0	1495.0	0.021057	0.7181	0.4347	4.6214	4.2156	0.33359	0.2647	9.5367	0.99
0.0	1496.0	0.004413	0.9461	0.5177	4.6186	2.398	0.52259	0.0529	12.9187	0.0
0.0	1497.0	0.005235	0.7373	0.0519	5.293	2.5076	0.74273	0.9643	7.3403	0.94
0.0	1498.0	0.024129	0.3061	0.3009	5.6018	1.1196	0.58487	0.0387	12.0409	0.96
0.0	1499.0	0.016227	0.4283	0.2165	4.8558	1.2004	0.39515	0.4419	18.8543	0.85
0.0	1500.0	0.012039	0.9591	0.5635	5.2426	4.2676	0.91283	0.7155	8.4499	0.0
0.0	1501.0	0.002493	0.9649	0.5959	5.6854	3.6556	0.24143	0.5325	7.5455	0.0
0.0	1502.0	0.003831	0.9619	0.9117	4.4698	1.042	0.82283	0.8327	19.0101	0.0
0.0	1503.0	0.026745	0.4153	0.0607	4.0122	4.3316	0.54761	0.7153	10.9009	1.0
0.0	1504.0	0.010113	0.9401	0.2505	4.6578	3.8372	0.71555	0.9485	11.2011	0.99
0.0	1505.0	0.021981	0.3185	0.6157	4.255	3.858	0.90725	0.6149	6.2497	1.0
0.0	1506.0	0.028989	0.4707	0.0733	4.219	1.6644	0.30245	0.5793	19.3825	0.98
0.0	1507.0	0.004071	0.2827	0.2987	4.5418	1.478	0.53663	0.6753	10.6463	0.0
0.0	1508.0	0.004401	0.3331	0.1433	4.233	1.4308	0.06359	0.3021	19.2495	0.02
0.0	1509.0	0.004197	0.7585	0.4843	5.9486	4.2628	0.10517	0.0369	9.8369	0.34
0.0	1510.0	0.025137	0.1727	0.3353	4.7482	1.6076	0.91553	0.0563	19.7739	0.97
0.0	1511.0	0.029307	0.3661	0.6065	4.9758	2.1476	0.56435	0.7259	15.0999	0.99
0.0	1512.0	0.024723	0.7627	0.7583	5.583	4.8468	0.63563	0.9803	11.3341	1.0
0.0	1513.0	0.003195	0.4331	0.5055	4.8222	3.4748	0.46301	0.5521	6.8615	0.25
0.0	1514.0	0.012777	0.0355	0.2257	4.5466	2.1996	0.77567	0.9849	1.6137	0.16
0.0	1515.0	0.028263	0.8639	0.5221	5.9138	4.3764	0.79097	0.7905	7.0249	0.98
0.0	1516.0	0.027915	0.3949	0.2309	5.2674	3.3228	0.90041	0.1945	7.1047	1.0
0.0	1517.0	0.012105	0.0415	0.5291	4.6074	2.69	0.56687	0.4945	2.9399	0.96
0.0	1518.0	0.014175	0.1573	0.8339	5.6146	1.7644	0.13649	0.1311	16.2589	0.92
0.0	1519.0	0.005847	0.2779	0.2147	5.1286	1.666	0.05891	0.3273	15.0809	0.42
0.0	1520.0	0.008133	0.9637	0.3707	4.297	4.3428	0.33611	0.4315	6.9869	0.87
0.0	1521.0	0.026283	0.3761	0.4433	5.6094	1.274	0.90383	0.0045	1.0513	0.92
0.0	1522.0	0.017907	0.3785	0.3155	5.443	4.094	0.39299	0.9843	14.7883	1.0
0.0	1523.0	0.010251	0.9175	0.4995	4.6302	4.5748	0.27221	0.1745	19.2153	0.17
0.0	1524.0	0.020499	0.1097	0.8817	5.2858	2.2108	0.15395	0.1665	2.2483	1.0
0.0	1525.0	0.028629	0.1491	0.3201	4.4542	4.79	0.63797	0.6111	13.6217	1.0
0.0	1526.0	0.023367	0.9497	0.3665	5.8886	2.2836	0.76649	0.4413	19.0139	0.98
0.0	1527.0	0.027489	0.8443	0.4269	5.453	1.2508	0.46013	0.7579	5.9305	0.6
0.0	1528.0	0.012315	0.0957	0.6345	5.5278	3.814	0.78755	0.6303	14.1879	1.0
0.0	1529.0	0.008661	0.6623	0.1363	4.5058	3.934	0.82247	0.4689	9.1947	1.0
0.0	1530.0	0.007311	0.7745	0.0049	4.1698	4.2724	0.87413	0.0231	18.1551	1.0
0.0	1531.0	0.003783	0.1065	0.4729	5.7958	2.334	0.65273	0.6199	17.3609	0.53
0.0	1532.0	0.009249	0.4969	0.3375	5.047	4.3084	0.80627	0.4543	12.6983	1.0
0.0	1533.0	0.019107	0.6261	0.1495	4.8226	4.0908	0.85325	0.9087	16.9239	1.0
0.0	1534.0	0.007173	0.9809	0.9043	4.5582	4.098	0.59045	0.5625	8.5145	1.0
0.0	1535.0	0.005967	0.4531	0.3899	4.7906	4.522	0.09869	0.5519	17.4825	0.91
0.0	1536.0	0.022089	0.2205	0.1535	4.3182	2.9484	0.08033	0.6999	14.0511	0.98
0.0	1537.0	0.011607	0.9443	0.1845	4.6838	4.17	0.65939	0.6695	5.9609	1.0
0.0	1538.0	0.006585	0.9543	0.6305	5.1734	2.05	0.18275	0.8825	4.4219	0.0
0.0	1539.0	0.004275	0.8405	0.1263	5.1198	3.5916	0.19733	0.7147	11.2885	0.97
0.0	1540.0	0.021531	0.8473	0.1439	4.593	1.8636	0.20921	0.2959	17.7561	0.98
0.0	1541.0	0.021711	0.4801	0.8837	5.1242	2.4364	0.68297	0.6527	16.8365	1.0
0.0	1542.0	0.017121	0.9733	0.4315	5.9254	1.2772	0.47219	0.8409	2.7385	0.07
0.0	1543.0	0.023637	0.9983	0.9455	5.739	3.9572	0.10733	0.2295	16.8593	1.0
0.0	1544.0	0.005541	0.3701	0.6673	4.3426	3.3372	0.14477	0.8519	11.5051	0.76
0.0	1545.0	0.027201	0.7691	0.7489	5.0038	2.7356	0.71339	0.8251	14.1005	1.0
0.0	1546.0	0.000225	0.1789	0.6163	4.5206	3.91	0.43583	0.4369	7.2567	0.0
0.0	1547.0	0.028059	0.7999	0.8835	4.0906	3.0148	0.20363	0.4545	9.8179	1.0
0.0	1548.0	0.001809	0.5455	0.4817	4.095	2.0732	0.87215	0.8695	13.6825	0.0
0.0	1549.0	0.023859	0.0501	0.5865	5.6954	2.4796	0.83867	0.6359	5.2617	1.0
0.0	1550.0	0.007413	0.8221	0.4923	4.5106	4.6548	0.75245	0.6897	7.0439	0.45
0.0	1551.0	0.014499	0.1397	0.6311	5.3274	4.586	0.64823	0.1249	17.3989	1.0
0.0	1552.0	0.004209	0.0459	0.4439	4.3474	2.2932	0.08807	0.4573	9.4873	0.22
0.0	1553.0	0.014937	0.3023	0.7197	4.5638	3.8332	0.12011	0.0795	12.7325	1.0
0.0	1554.0	0.010329	0.6843	0.4637	4.0786	2.5292	0.44087	0.1699	17.3913	0.3
0.0	1555.0	0.008193	0.5249	0.5939	4.1982	3.2772	0.38201	0.9391	10.2739	0.78
0.0	1556.0	0.025737	0.3045	0.6205	4.7702	1.9412	0.39173	0.6589	6.6449	0.98
0.0	1557.0	0.027783	0.8035	0.6717	4.5678	3.8908	0.80609	0.2087	2.6739	1.0
0.0	1558.0	0.015453	0.1049	0.2779	4.5214	4.4724	0.68009	0.5901	14.8567	1.0
0.0	1559.0	0.006603	0.6613	0.0401	4.3682	3.2132	0.94847	0.6983	2.1381	1.0
0.0	1560.0	0.019767	0.5017	0.1765	5.569	4.1884	0.73067	0.7781	12.4019	1.0
0.0	1561.0	0.012597	0.6159	0.1749	5.9242	4.5548	0.82517	0.0681	1.3249	1.0
0.0	1562.0	0.026883	0.8683	0.9723	5.8318	4.4396	0.19427	0.0741	17.9841	1.0
0.0	1563.0	0.018975	0.8773	0.4499	4.8234	4.2932	0.51791	0.3343	11.7673	0.9
0.0	1564.0	0.013473	0.9391	0.2063	5.7298	2.5268	0.37175	0.5025	15.7307	1.0
0.0	1565.0	0.020385	0.7325	0.2477	5.5214	3.3188	0.22559	0.3837	19.5079	1.0
0.0	1566.0	0.020877	0.2055	0.4627	4.5802	2.6444	0.84263	0.5623	16.5097	1.0
0.0	1567.0	0.025563	0.5743	0.8451	5.847	3.0436	0.90239	0.6857	4.2243	1.0
0.0	1568.0	0.011961	0.0769	0.6901	5.7406	3.726	0.62519	0.3363	10.8477	1.0
0.0	1569.0	0.014133	0.8809	0.3129	5.1318	4.1748	0.74849	0.0655	13.5077	1.0
0.0	1570.0	0.012849	0.9235	0.8517	5.2138	1.5188	0.31541	0.0599	2.9703	0.95
0.0	1571.0	0.020217	0.7521	0.9549	4.0942	3.1356	0.14171	0.2159	11.9573	1.0
0.0	1572.0	0.007437	0.9883	0.1963	4.1786	3.0844	0.52403	0.3525	8.0129	0.97
0.0	1573.0	0.000369	0.5731	0.6141	5.5462	2.0156	0.68693	0.2659	12.8351	0.0
0.0	1574.0	0.002229	0.7987	0.1967	5.6906	2.778	0.36761	0.7429	13.4089	0.58
0.0	1575.0	0.025311	0.0711	0.1621	4.4714	4.926	0.80861	0.7197	14.6933	1.0
0.0	1576.0	0.006609	0.8919	0.0913	5.2926	1.1468	0.71033	0.2535	19.4547	0.72
0.0	1577.0	0.007041	0.0305	0.5289	5.1898	3.3124	0.86729	0.8893	2.7499	0.95
0.0	1578.0	0.026907	0.3959	0.1601	4.3918	4.2692	0.53429	0.9929	13.6483	1.0
0.0	1579.0	0.005415	0.6587	0.1251	4.4862	2.7668	0.86621	0.5859	11.8319	0.97
0.0	1580.0	0.021099	0.6621	0.1989	5.3766	1.05	0.19301	0.9663	13.1695	0.92
0.0	1581.0	0.010413	0.1843	0.2355	4.8706	4.4388	0.81833	0.0677	19.6713	1.0
0.0	1582.0	0.013551	0.9061	0.5535	5.9238	4.854	0.57983	0.8671	16.4185	0.72
0.0	1583.0	0.004461	0.4833	0.8315	4.4558	1.5476	0.94235	0.0265	18.3793	0.01
0.0	1584.0	0.003333	0.0113	0.5117	5.4514	1.9124	0.16493	0.7217	11.9231	0.04
0.0	1585.0	0.013533	0.6513	0.2459	5.9042	2.0876	0.71879	0.6873	17.3457	0.98
0.0	1586.0	0.008823	0.4991	0.8371	5.2598	4.2188	0.72257	0.3549	5.6531	1.0
0.0	1587.0	0.016077	0.3969	0.0649	5.5934	2.8596	0.51845	0.5085	14.3741	1.0
0.0	1588.0	0.001683	0.1657	0.0013	4.7922	3.3164	0.73589	0.3201	5.1059	0.15
0.0	1589.0	0.013269	0.3683	0.9857	4.7462	4.87	0.56093	0.3865	11.4025	1.0
0.0	1590.0	0.011709	0.1663	0.9869	5.8358	3.2228	0.07673	0.6001	13.1277	0.99
0.0	1591.0	0.029373	0.6859	0.0889	5.4194	3.8316	0.43205	0.1623	14.5527	1.0
0.0	1592.0	0.021657	0.9873	0.8163	4.8878	1.1796	0.25529	0.2477	1.0399	0.97
